POP_TOT_2022,Max di 2021_1_Compr_media,CUM_2011_2021_TOT_TRS_IMM,TRS_IMM/TOT_POP*1000
3494,810,292,95,83,8437321121923
4638,810,315,86,68,102630444157
6481,810,520,7,80,3425397315229
4894,810,353,62,72,2558234572946
4428,810,246,48,55,6639566395664
6926,815,709,98,102,509384926364
4349,815,370,34,85,1552080938147
10960,815,658,83,60,1122262773723
3029,815,284,99,94,0871574777154
3424,815,205,29,59,956191588785
6962,815,353,98,50,8445848893996
5664,815,204,42,36,0911016949153
3226,815,308,47,95,6199628022319
5118,820,469,46,91,727237202032
3333,820,143,29,42,991299129913
8593,820,472,75,55,015710462004
4484,820,320,31,71,4339875111508
4616,825,611,54,132,48266897747
9411,825,929,92,98,8120284773138
3030,825,171,43,56,5775577557756
4742,825,460,93,97,201602699283
3762,825,312,31,83,0170122275385
3777,825,326,43,86,4257347100874
3747,825,198,07,52,8609554310115
8670,825,671,28,77,4256055363322
3053,825,199,49,65,3422862757943
3440,825,299,64,87,1046511627907
3275,825,198,49,60,6076335877863
3113,825,270,44,86,8743976871185
8240,825,702,24,85,2233009708738
5252,825,467,19,88,9546839299315
8402,825,610,21,72,6267555343966
4769,825,411,28,86,2403019500944
7645,825,598,25,78,2537606278614
4805,825,414,8,86,3267429760666
6074,825,419,4,69,0484030293052
4173,825,186,44,5722501797268
9373,825,489,11,52,1828656780113
6239,825,582,44,93,354704279532
17160,825,1182,49,68,9096736596737
4643,825,235,58,50,7387465001077
5689,825,241,55,42,4591316575848
3488,825,212,06,60,7970183486239
6599,825,283,62,42,9792392786786
4218,830,425,85,100,960170697013
5767,830,516,6,89,5786370730016
3633,830,293,88,80,8918249380677
8127,830,495,24,60,93761535622
8642,830,623,77,72,1788937745892
5652,835,568,16,100,523708421798
5115,835,500,63,97,8748778103617
4528,835,440,03,97,1797703180212
4420,835,332,71,75,2737556561086
3296,835,292,45,88,7287621359223
13001,835,783,47,60,2622875163449
3517,835,132,49,37,6713107762297
3116,835,218,97,70,2727856225931
3898,840,498,69,127,934838378656
5168,840,565,96,109,512383900929
3017,840,309,87,102,707988067617
4129,840,265,24,64,238314361831
5230,840,270,61,51,7418738049713
4262,840,319,22,74,8991083998123
4640,840,267,26,57,5991379310345
3653,840,226,3,61,9490829455242
3981,840,138,63,34,8229088168802
3928,840,171,39,43,6328920570265
4206,840,178,61,42,4655254398478
5702,840,612,18,107,362329007366
4511,840,385,07,85,36244735092
11035,840,725,96,65,7870412324422
7827,840,507,99,64,9022614028363
3025,840,109,45,36,1818181818182
10094,845,1221,59,121,021398850802
4279,845,510,74,119,359663472774
5036,845,345,42,68,5901509134234
5609,845,442,49,78,8892850775539
3839,845,351,1,91,4561083615525
6610,845,634,99,96,0650529500756
4226,845,712,43,168,582584003786
8857,845,445,37,50,2845207180761
9614,845,284,97,29,6411483253588
11941,845,777,72,65,1302235993635
6236,850,832,06,133,42847979474
4252,850,304,68,71,6556914393227
3554,850,307,5,86,5222284749578
9912,850,912,57,92,067191283293
8343,850,750,19,89,9184945463262
3919,850,343,15,87,5606021944374
3740,850,414,16,110,737967914438
5834,850,458,6,78,6081590675351
9268,850,703,23,75,8772119119551
3708,850,335,95,90,601402373247
8172,850,526,89,64,4750367107195
3482,850,320,56,92,0620333141872
3232,850,459,75,142,249381188119
3075,850,241,29,78,4682926829268
10456,850,658,82,63,0087987758225
6104,850,240,03,39,3233944954128
3675,850,275,56,74,9823129251701
6698,850,417,37,62,3126306360108
10308,850,440,86,42,7687233216919
16963,850,816,5,48,1341743795319
3822,850,163,92,42,8885400313972
16567,850,1285,31,77,5825436107925
11840,850,971,95,82,0903716216216
3616,850,189,56,52,4225663716814
5623,850,241,2,42,8952516450293
12513,850,844,87,67,5193798449613
9383,850,540,39,57,5924544388788
18997,850,1287,36,67,7664894457019
11888,850,749,87,63,0778936742934
3075,855,290,7,94,5365853658537
5623,855,493,8,87,8178908056198
4510,855,490,5,108,758314855876
7530,855,338,68,44,9774236387782
3842,855,201,9,52,5507548152004
10844,855,451,02,41,5916635927702
5143,855,660,77,128,479486680926
